Start	Chr	End	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	K27ac_46_TAD	K27ac_68_TAD	K27ac_810_TAD	K27me3_46_TAD	K27me3_68_TAD	K27me3_810_TAD	K27ac_vector	K27me3_vector	Euklidian_dist
22094656	3R	22112307	893	1323	1692	2142	1379	533	921	896	1059	999	2399	2179	4722	2866	3497	2126	3701	4179	5171	2417	8548	5836	7981	6004	1270	8581	1894	1976	2503	1188	2645	1414	1687	1743	2679	848	3189	6141	3169	2969	3971	3701	4001	2404	9115	5723	11442	11165	4502	2590	2192	4098	2489	2456	4745	2126	3433	3916	3163	2577	0.0610767766065279	0.166189581965935	-0.0234177423452029	0.0466881485485423	0.0703416271709068	-0.103766970605332	0.20384861622726	0.0132628051141168	0.204279613121975
22103240	2R	22122112	2488	3111	2702	3547	4169	4774	6205	6065	5640	5608	8812	7546	9711	8715	9764	3749	8978	10103	13637	5429	20006	17551	19249	14797	5506	17580	9508	6452	5973	8184	11794	5655	9140	7821	8213	2359	7562	13540	8492	6834	8439	7904	10243	5234	20554	14551	22729	22955	3146	1273	1210	3526	2174	1607	3542	987	2766	2560	2578	1697	0.0450893487312146	0.0795829014789609	-0.0137280839316265	-0.189594479109446	0.127522160541723	0.0529274149359871	0.110944166278549	-0.00914490363173558	0.111320426219432
22110755	2L	22121555	1273	1725	1432	1561	1319	1577	1876	2903	2498	2623	2413	2299	8430	11041	12186	3477	5206	5049	11569	4647	11151	12867	7960	7422	770	6800	769	714	1133	846	1595	915	1229	1199	1711	481	3437	6553	3844	3726	3554	4198	4852	2779	10984	7545	8789	8238	1417	721	377	1560	1269	918	2005	659	1661	1256	1681	1138	-0.282360321416765	-0.873815930907577	-0.249305364780157	0.248154291919597	0.624150063610522	0.263506860732393	-1.4054816171045	1.13581121626251	1.8070544250261
22112307	3R	22123709	494	945	1012	1306	715	347	443	564	646	724	1396	1563	2804	2155	2637	1703	2492	2554	3497	1612	5112	3896	4587	3775	733	6443	1018	1109	1414	716	1577	874	1218	1279	2019	552	1255	2086	1341	1405	1473	1471	1536	1003	3699	2432	4260	4181	2966	898	1278	2250	2153	1493	2894	1123	2163	2075	2312	1614	0.088359195110278	-0.0972406681202447	-0.116098348742964	-0.176287665797034	0.0888594034938101	0.0438288082498267	-0.124979821752931	-0.0435994540533972	0.13236641658347
22121555	2L	22130011	9415	8611	6289	7976	13610	16146	21876	24716	20626	21279	21745	18570	6172	6511	7703	3425	5042	4973	9151	3440	10375	11125	8886	8473	7216	16878	6160	5662	5780	7667	11376	5372	8755	8022	5619	1626	4886	8463	5330	4229	4550	3861	5974	2807	11225	8433	9387	9550	1227	622	333	1267	1028	689	1781	505	1295	835	1233	663	-0.0386296717726398	-0.374892648377748	-0.0381816171624769	0.191392642719817	0.422119545453623	0.0763522006574417	-0.451703937312865	0.689864388830881	0.824590396476305
22122112	2R	22128159	7868	7230	5609	7082	15049	16237	20006	22926	20398	21347	21425	19196	4959	4893	5327	2260	4093	4211	7273	2670	9609	9275	8702	7092	3568	9667	4944	3499	3841	5529	5711	3023	5133	5211	3744	1201	4741	7355	4631	3156	4296	3485	5718	2105	9294	6923	9370	9487	1073	704	508	1011	1351	575	1254	387	971	645	904	625	-0.0184334858216286	-0.0342944924785228	0.0819144409941534	-0.0659827489957508	-0.0631399429355995	0.0581984771100992	0.029186462694002	-0.0709242148212511	0.0766948098152628
22123709	3R	22133858	636	852	1033	1234	1294	614	727	912	1009	1030	1661	1448	4196	3209	3477	1488	3642	3691	5440	2451	8733	6852	7751	4860	877	5951	1477	1167	1400	918	1723	1022	1144	1290	1663	565	3325	4962	3437	2815	3617	3216	4279	1954	8324	6207	9572	9892	3946	1687	2035	3520	2350	2470	3818	1910	2657	2740	2955	2305	0.131070307634789	0.295781188004891	-0.0879627781265237	0.0131313983564887	-0.220721786237474	-0.244629650024356	0.338888717513156	-0.452220037905341	0.565109304064992
22128159	2R	22134397	399	476	606	764	576	238	371	312	421	353	833	755	2700	2191	2285	931	2129	1995	3313	1504	5630	4025	4879	2951	437	3080	667	589	574	488	915	527	606	732	1053	316	1782	3079	1931	1499	1960	1653	2119	1140	4730	3060	5647	5231	1908	1140	736	1763	1442	860	1708	771	1237	1367	1349	930	0.0162499763272959	0.206937299727186	0.0499011733331489	-0.187881257601487	-0.0281986265104151	0.0530537409522409	0.273088449387631	-0.163026143159661	0.318048462568922
22130486	2L	22139010	1168	1470	1543	2005	2829	5030	3605	4229	4367	4429	6718	5670	7662	8737	10461	3101	6449	5794	11392	4245	11099	13726	9234	9665	976	6842	1095	790	1339	1469	1978	976	1507	1411	1894	562	3532	6639	4058	4203	3574	3600	5212	3139	12073	8305	9124	8718	1089	441	471	1141	1008	608	1448	352	1297	858	1301	659	-0.103064037442911	-0.603089733043291	-0.198551198813555	-0.0260667501052394	0.318149381891108	0.296421307114004	-0.904704969299757	0.588503938899873	1.07927196182257
22133858	3R	22357009	18307	24212	25626	31863	28796	20099	26407	31037	29776	31752	46582	42501	107749	90446	111471	40509	90762	98030	152020	66552	208652	194508	193342	146133	81802	207046	111513	80661	86933	100071	164372	79363	142677	102693	112932	30829	87650	156667	106443	91524	105417	98442	129516	66445	279005	198115	272268	267844	52281	31166	24031	52487	47425	38770	56443	21549	43239	46838	47228	34161	0.16887570251793	-0.00675467244208469	-0.00506165549969964	-0.0392141624248457	0.122604698308291	-0.274415999982434	0.157059374576146	-0.191025464098988	0.247302193836779
22135911	2R	22174852	2428	3353	4110	4744	4528	2999	2915	2980	3585	3300	7299	6732	20122	18682	18872	7589	17983	20011	28137	12191	43504	36590	39385	26532	4547	25396	7848	6206	8862	9682	10344	5904	7207	7353	11727	3255	12981	22219	14254	11193	14563	15275	18561	8964	37846	25523	40892	42305	12942	6669	6547	12711	9020	7930	12442	5736	9267	10049	11078	7819	0.0753512913588128	0.219747191325437	-0.066829932908853	-0.0607621490659299	-0.141273634924533	-0.0957041270684176	0.228268549775396	-0.29773991105888	0.375174073536422
22139010	2L	22167334	1984	2700	3025	3487	2255	1398	2200	2862	2707	2339	4755	4330	14771	14289	15496	5399	11230	11830	22567	8831	28208	27002	23316	18599	3732	20344	4775	4074	4820	3712	7588	3777	4713	5036	5905	1718	13704	21733	13508	12401	11344	9905	19896	9219	35754	25420	31225	29149	4435	2749	1904	5174	5082	2229	5571	1576	4430	3583	4117	2561	0.0989123493071176	-0.0273252051844949	0.0150327299118248	-0.0241378520299102	0.115379885622851	0.216876354943875	0.0866198740344474	0.308118388536815	0.320062406308938
22167334	2L	22175367	4363	4211	3198	4537	8292	8751	10987	12190	10654	10871	12006	9947	6592	6845	8571	3754	5179	5049	9740	3815	10700	12526	8956	8853	5299	14004	6440	4159	4881	5642	8274	3723	6552	5956	4165	1284	4303	6663	4571	3511	4017	3450	6025	2566	10764	8127	9470	9296	1762	693	638	1490	1445	744	1753	573	1408	935	1372	790	-0.00280266117256926	-0.413912553291238	-0.0284564744320713	-0.262917552017271	0.0288737735523927	0.16363547087004	-0.445171688895879	-0.0704083075948377	0.450705183432339
22174852	2R	22182718	6181	5313	4081	4253	9481	9076	11813	15666	12450	12367	12414	10372	5642	5378	5768	2255	4906	5885	7426	2644	10496	9444	10284	8181	6335	11615	6772	4837	3861	4456	10365	4529	5744	5087	3608	1135	8128	12129	8182	5893	7451	6368	10112	3525	16146	11717	15574	15503	1577	974	641	1469	832	624	1421	421	1173	920	984	584	-0.168970788121505	-0.0733981698054589	-0.0695351593769207	-0.466952391454606	-0.121536931870076	-0.0418331972396202	-0.311904117303885	-0.630322520564302	0.703271397343622
22175367	2L	22239269	4325	6648	7109	8921	4778	2197	4822	4794	4855	4760	9339	8513	26514	21809	24703	12190	19282	19365	33141	13767	44860	40309	36405	28866	5296	40896	7975	5965	7665	4741	10007	5508	7411	7556	11026	3322	16751	28565	15460	14389	15455	14274	22101	10793	45137	30130	43651	42370	16078	7576	7598	15308	10224	7614	17067	9131	13370	9285	13687	9220	-0.0304313454768685	-0.0773271848383203	-0.0925682984854196	0.207279020780763	-0.165377029795707	0.233876090483387	-0.200326828800608	0.275778081468444	0.340858311554411
22185239	2R	22197351	3874	3745	3481	3707	5907	6417	8489	9716	8108	8233	9518	7909	5101	4312	4467	2136	3808	4514	6490	2676	10012	8536	9049	6838	3656	10480	3665	3262	3109	3093	5999	2950	3963	3946	3421	1019	5120	8437	5551	3897	4971	4000	6451	2861	11943	8455	12414	12619	2585	1788	1278	2792	2281	1367	2733	1165	2012	2146	2466	1615	-0.0295941100373361	0.18878008619452	0.0832745410105738	0.00959210110978516	-0.0822110518704462	0.218625447055633	0.242460517167758	0.146006496294972	0.283028265983435
22197351	2R	22213541	3631	4551	3535	4188	5868	5923	8571	9225	7580	8523	9107	8287	9057	7852	9539	4181	8322	8308	12453	5239	18796	16328	16450	12100	2983	10737	4086	3102	3004	3786	5485	2789	3996	3718	3960	1225	4296	7724	4430	3548	4747	4558	5877	2829	11747	7876	13178	13461	5567	3009	2583	4950	3114	3880	5442	2714	3892	4240	4629	3511	0.0790505832866278	0.0161897034246257	-0.0761157175075726	0.0265690907500282	-0.0383638468399715	-0.269666071140563	0.0191245692036808	-0.281460827230506	0.282109812683833
22213541	2R	22217804	730	842	895	848	1491	1755	1741	2031	1958	1814	2729	2289	3230	2394	3621	1305	3716	2997	4126	1677	7076	6831	6567	4912	2616	5572	3018	2567	2367	3806	5091	2533	3823	3209	3022	780	3278	5623	4016	3177	4189	2931	4009	1767	7618	5927	7773	8159	532	304	373	641	513	304	761	218	572	510	532	334	0.055434193184192	0.081270223174639	-0.0849055719719692	0.182669552101423	-0.0885109527068034	0.146030065373897	0.0517988443868617	0.240188664768517	0.245710632580475
22217804	2R	22231916	1062	1276	1436	1904	1471	494	762	885	903	882	1755	1788	6336	5726	6248	2743	5931	5961	9561	4589	16417	13265	14560	8384	1300	7740	1613	1535	2247	1052	2110	1226	1399	2099	2389	739	4390	7508	4429	3791	4550	4366	6486	3280	12962	9037	15037	14197	7519	3882	4907	6620	4096	6951	6947	3741	5264	7281	7456	5736	0.282136230342962	0.380804706202885	0.0697993662979411	0.0114249204484992	-0.119875576422856	-0.411581566775964	0.732740302843788	-0.52003222275032	0.898522044309568
22231916	2R	22288146	3705	5163	6439	7487	6654	3780	13903	13081	18037	18898	21502	18614	25409	21289	23057	10769	19945	22390	44944	21868	76323	80873	73358	49555	7576	36357	13537	9099	11100	12199	50854	27428	82852	45348	53878	14982	33827	55845	43527	35079	38438	36742	62181	25551	134149	100507	119993	116736	111675	41293	64009	87994	54013	104081	73162	34322	38626	47073	52937	38225	0.577148765648037	0.91316253056995	0.676420538959318	-0.598973508308986	-1.06798462153907	-1.53575276955252	2.16673183517731	-3.20271089940058	3.86679246284437
22239269	2L	22290057	13747	15122	11863	15201	20683	23309	32966	35071	31179	32443	35103	31267	23595	22797	28993	14087	17958	18760	33499	13357	39908	39862	32326	29540	11176	53471	11104	9013	11154	11730	17394	9160	14337	14088	12632	3991	14214	24501	12745	11529	12789	12903	18320	9078	36393	24590	34927	34222	13111	5206	5172	11790	8381	6598	13547	7218	10464	6869	10105	6579	0.0072274220063275	-0.398446977432792	-0.0816474566229233	0.164588707621399	-0.085668153378622	-0.0217156112246454	-0.472867012049387	0.0572049430181319	0.476314619332877
22253838	3L	22262809	4595	4369	3157	3795	6093	5347	8572	10561	8412	8296	8552	7743	4095	3499	3719	2174	3415	3514	5752	2217	8877	7091	7655	5134	4887	10173	5079	3083	3938	3451	8655	3841	4678	4118	3143	951	6215	9288	5775	4099	5228	4440	7717	3040	13057	9609	12596	13056	2151	1243	1045	2265	1074	1116	2282	866	1602	1640	1480	1161	0.0583881292396589	0.234460128157927	0.020547803554615	-0.0717859144130212	-0.14640570113622	-0.0928766184649487	0.313396060952201	-0.31106823401419	0.441566005522462
22262809	3L	22267265	5675	4802	3744	3826	7448	8293	11177	14845	11738	11593	11599	10151	4681	4273	4817	2263	3412	3803	6954	2657	8730	8584	7325	5789	2284	5642	2446	1826	1397	1798	4551	2019	2626	2381	1597	552	4931	7234	4787	3433	4116	3169	6097	2228	9652	7336	8124	8201	782	457	383	677	886	375	828	237	651	464	563	331	0.0855063258044627	-0.0135822888191073	0.0152977304787939	-0.251766400956095	-0.108762422808593	-0.118439867843178	0.0872217674641493	-0.478968691607867	0.486845606183441
22267265	3L	22288969	10913	9154	8001	10046	15246	16637	21570	25532	21797	22233	23678	20890	12618	11285	12616	5043	9632	10770	17865	7479	25977	23339	22294	16678	10757	26928	11565	9322	9217	9657	18280	8411	13042	11349	9070	2733	12806	20869	12598	9945	11108	10001	17441	7263	30100	22409	30086	29968	3433	2535	1673	4481	3474	2082	4807	1647	3642	3239	3393	2153	0.0954130574286425	0.103825690440624	0.0819612868770749	0.258948701978875	0.0965421659770197	0.0500599674470772	0.281200034746341	0.405550835402972	0.49350272505569
22288146	2R	22297889	551	771	976	1320	1073	333	560	568	644	730	1437	1364	3951	3082	3522	1461	3384	3554	5657	2458	8794	7180	7596	4985	764	5056	1147	1057	1153	756	1500	950	1035	1239	1684	508	2191	4332	2373	1931	2626	2406	3744	1899	7422	4977	8538	8571	4473	2552	2867	4269	2562	4511	4107	2048	3267	4500	4742	3441	0.234108726161751	0.314408051056739	-0.00653857008166935	-0.0648594833134984	-0.0911157306961416	-0.485929354517879	0.54197820713682	-0.641904568527519	0.840108238328694
22288969	3L	22349424	5497	6131	7578	8094	7217	4575	6081	8094	7482	6929	11017	10538	25937	22157	23762	10845	21726	27412	32952	14819	51597	40046	52401	37008	21036	59009	32726	24668	23112	29178	32115	19065	27414	24165	27571	7632	27516	53186	29037	22219	28385	28050	33477	17565	66534	45560	81232	82040	10700	7563	4857	11567	9733	5451	12987	4662	9534	10086	8488	5646	0.0252433488901289	0.0783547071479845	0.00906289475073652	0.0846101858031748	0.166729772107434	0.0175024683665188	0.11266095078885	0.268842426277128	0.291493979353298
22290057	2L	22353881	3219	6007	5835	7769	4659	1692	3436	3170	3552	3913	8238	7614	23608	22659	24237	11069	17807	16962	30179	13149	38891	39007	33177	28204	4443	37973	6244	4921	7848	4100	8707	4763	6434	6663	10213	3152	12195	21230	11055	10647	11746	9632	15190	7948	33002	21039	33395	32754	11760	5366	5547	12556	8080	5741	13738	6566	11163	8175	11120	7353	-0.074677848443707	-0.174042839700043	-0.0232326705889848	0.249953791883842	-0.0201866283044838	0.32816560409785	-0.271953358732734	0.557932767677208	0.620683174070286
22297889	2R	22311148	812	1297	1370	1642	1438	412	708	772	784	866	1741	1705	6186	4448	4814	2110	5090	5099	8635	3661	13238	10712	11388	7267	1062	6816	1338	1395	1687	1072	2198	1297	1443	1964	2319	660	3035	5525	3124	2452	3300	3356	5345	2482	11646	8308	12485	12127	4023	2064	2449	3869	3321	2687	4262	2113	3136	3734	3421	2462	0.233776519478584	0.447472755512627	0.00365149396890695	0.136797398231557	-0.079815666273179	-0.216031167111101	0.684900768960118	-0.159049435152722	0.703125725702424
22311148	2R	22317593	356	648	743	833	719	451	529	624	672	669	1128	970	3644	3262	3516	1263	3102	2858	5187	2093	6843	6911	5817	4485	504	3977	722	769	743	511	1116	610	776	786	1108	337	1654	3045	1778	1505	1823	1926	2258	1456	5533	3907	5809	5638	1952	1153	556	1536	1364	1067	1896	858	1428	1487	1553	1105	0.0760982561956709	0.109598221742874	-0.0635830697589509	-0.0674460939383724	0.425508535709691	-0.0320545688997884	0.122113408179594	0.32600787287153	0.34812758815046
22317593	2R	22332556	5387	5556	3715	4289	5525	5715	8533	13191	9216	9168	7827	7847	13637	13619	15477	5953	10042	10583	19514	7452	24096	26024	19261	16307	24822	31500	28302	17216	16401	16998	51384	20090	27643	18825	12956	3733	13319	18445	14273	12168	12529	10112	17737	7079	32284	24117	27789	27362	2383	1557	1165	2412	3279	1127	2708	819	2110	1928	1930	1184	-0.0368114472695837	-0.160112022756795	-0.0552354212349707	-0.122805840243333	0.0424966267572132	0.098746924566112	-0.252158891261349	0.0184377110799918	0.252832070022816
22332556	2R	22374990	2285	3665	4490	5013	3811	1848	3043	2874	3160	3291	7220	6428	19223	16040	16643	7063	15162	15932	25925	11770	39383	32122	33959	24204	4779	28816	6795	6440	7986	9397	8011	6100	9595	9730	11827	3408	15267	25561	14599	12762	14637	13538	21309	10669	43316	30980	45077	45609	12565	6175	5639	11799	9121	6412	14631	6779	9869	10188	9749	7367	0.135086462147643	0.236164699846335	0.0457805888255984	0.219926116620283	0.0757036061355086	0.078122237517339	0.417031750819577	0.37375196027313	0.560005365152557
22349424	3L	22409657	11474	12113	10747	11331	15368	13367	17477	21082	16849	17048	23119	21481	50291	48045	61797	19307	48248	51632	67161	27542	92822	84284	88018	61778	116658	173777	151540	98063	95556	132306	156893	78403	125015	92168	95084	25914	53810	97513	68450	57319	66869	60759	73382	35318	148267	110051	139727	139987	14022	8698	7657	13800	14195	9720	18312	9782	14207	14640	15415	11321	-0.0524823932035746	-0.34352900840653	-0.274033012772809	0.504959361551735	0.25861541197892	0.117380846151663	-0.670044414382914	0.880955619682318	1.10681629961597
22353881	2L	22365175	713	908	936	1112	672	391	514	479	641	595	1379	1175	2835	2171	2563	1280	1843	3424	3523	1626	5083	4404	4763	3933	695	5617	754	685	792	682	1323	725	1002	946	1557	435	1680	2814	1456	1379	1532	2588	2022	1165	4633	2946	5373	5307	1871	1029	913	2144	1210	1309	2166	1209	1830	1258	1872	1228	0.0865518603056896	0.0236878158001443	-0.108266542954415	0.363996389053015	-0.0928716425315587	-0.115286585964592	0.00197313315141898	0.155838160556865	0.155850651394791
22357009	3R	22362762	7305	6060	5901	6555	15800	16126	19408	21559	19720	21317	21397	18345	5056	5544	5789	2060	3911	4466	8408	3037	10359	10650	9267	7880	6076	14274	8119	6358	6480	10532	10241	5622	9657	9088	7185	2045	5267	8262	6048	4193	5040	4042	6673	2867	11625	9122	10695	10823	972	342	399	1145	815	528	1247	361	872	569	825	479	0.0692360393048619	0.00215163479078668	0.194112664339527	0.0286197021408958	-0.15742174502103	-0.069314798315383	0.265500338435176	-0.198116841195517	0.331271357763515
22362762	3R	22367543	7859	6594	4479	5502	10631	13090	15834	19860	16279	15502	17676	14903	4552	4355	4953	1556	3884	3719	6104	2206	7949	7985	7374	6068	4389	9058	4407	3358	2938	3856	7140	3197	4250	4294	3057	988	5351	7504	5335	3859	4457	3465	6377	2437	10050	7571	8698	9257	747	569	339	1027	1102	408	984	302	615	517	671	423	-0.134654329579522	-0.172715714205777	-0.0241293059679658	0.104294631660186	-0.308505164698142	0.059167700651828	-0.331499349753265	-0.145042832386128	0.361841459915013
22365175	2L	22408046	3156	5615	5900	7246	5922	1452	3721	3345	3757	3748	7993	7217	14106	7473	8600	8301	10154	10528	12804	6052	25712	16369	22634	15345	5008	36182	8740	6517	8265	3704	9625	5585	6400	7114	10139	2866	12702	23871	12168	9245	13202	9978	15349	7453	33547	19580	42049	39395	18507	7026	8910	18234	9688	6759	19819	14998	14384	9331	13873	9676	-0.123357701788621	0.413730363311234	0.0141996947856763	0.540275951273578	-0.342095378204162	0.450678539756424	0.304572356308289	0.64885911282584	0.716786208380379
22367543	3R	22380110	4067	4127	3339	3379	6078	4798	7093	10169	8503	7722	7785	6962	10519	9272	9107	3059	7194	7404	13381	5493	19233	18078	15514	10661	1978	8638	2748	2441	2257	1763	4021	1966	2656	2740	2641	808	10524	15338	11091	9055	9849	8469	14454	5675	25784	19114	22857	22261	2509	1634	1077	2417	2637	1225	2634	826	1921	1883	1803	1147	-0.0627323416603587	0.173432074346411	-0.0190653453092736	-0.21354478393279	0.0141520113518596	-0.0949723360836341	0.0916343873767783	-0.294365108664565	0.308298034617509
22374990	2R	22411402	10677	10795	10364	12042	19564	18478	27878	29733	28144	29556	33201	28270	27845	24987	33474	12538	25245	24691	39842	16462	56516	58791	48719	36915	17523	47131	25557	17032	18445	21749	32741	15606	34580	25067	24311	7070	23640	42602	30758	26119	29612	27525	33792	16475	71330	54360	65613	65441	8749	5613	3754	8923	6709	6168	9774	3492	6794	6749	7313	5020	0.0987444074642164	-0.0725285507509794	-0.0754326318674755	-0.0383832368563986	0.00294525151776472	-0.35304736803573	-0.0492167751542385	-0.388485353374364	0.39159055241794
22380110	3R	22410989	4100	4586	4992	5643	7045	6875	7827	9209	8919	8164	12506	10846	15494	14213	14864	4813	12041	12699	20098	8028	29662	25900	25401	17671	2803	17815	4903	4081	4432	2919	5995	3151	3959	4119	5273	1581	11322	18206	11880	8962	11114	10552	14816	6493	28179	19905	28771	28421	6611	3048	3214	7571	4926	4311	7978	3122	5638	5891	5669	3810	-0.083107094654117	0.0381250305318668	-0.0599469487206581	0.138730953069551	0.00300572770900741	-0.219020377215764	-0.104929012842908	-0.0772836964372056	0.130318331293741
22409657	3L	22634244	12304	19577	23099	28228	21337	7487	11946	12245	14062	14204	30543	28870	102366	80559	93222	41425	89589	97529	139233	61994	220111	173588	193840	129542	18374	123539	28216	23783	32606	19187	35374	20225	24339	26720	38473	11271	70670	133949	76272	62490	77480	78682	101333	49409	205498	144770	221803	220688	105789	44365	50684	83826	58864	53583	90525	52370	64827	71579	72986	55267	0.173387959546429	0.209976467096289	-0.0737196342720484	-0.0345148518511596	-0.170904974587429	-0.0781147947135698	0.30964479237067	-0.283534621152158	0.419847328006471
22410989	3R	22421667	10057	9782	7078	9160	15037	18270	23272	27381	23480	25092	24153	21377	8155	8387	8937	3713	6083	6689	11368	4258	14344	13803	12200	11266	7457	17224	9009	6214	7206	9004	12898	6106	9013	8672	5962	1917	5765	9039	6514	5077	5893	4513	7427	3023	13235	9557	12428	12569	2182	1113	658	1867	1929	870	2186	678	1628	1296	1506	813	-0.110343997470764	-0.205047964095931	0.0452790969684561	-0.287361125730325	0.157349118336575	0.0305558129316641	-0.270112864598239	-0.0994561944620859	0.28784109199061
22412182	2R	22415978	8592	7684	5521	6079	12918	13555	19870	23198	19583	18833	18096	15663	3823	4094	4550	1456	2666	2907	5801	2195	7283	7681	6377	5638	9761	18860	10087	6078	5905	8938	14854	6835	10332	9773	5542	1716	3271	5209	3366	3122	3198	2593	4222	1846	7406	5764	5802	6465	714	376	261	767	548	450	1038	328	559	380	640	401	-0.0122332753708127	-0.138906882826878	0.271584897535455	0.264243866007061	-0.18218480307325	-0.154473880931708	0.120444739337765	-0.0724148179978973	0.140537685692524
22415978	2R	22427517	9014	8359	6891	7332	13422	12745	19380	22912	20114	18534	18803	16247	6963	6136	5992	3033	5304	5344	8764	3243	13005	11383	11302	8548	7297	15821	9227	5554	5178	5513	12186	5860	7650	7319	5182	1573	8366	12182	8500	5845	7146	5961	10378	3745	17100	12511	15710	15982	1906	945	743	1971	1941	919	2452	680	1519	1340	1392	911	-0.15006454862478	0.161017938200579	0.0455590147399145	0.00168079481522731	0.00689799181819425	-0.0340078872445119	0.0565124043157139	-0.0254291006110903	0.061970081486405
22421667	3R	22424876	614	532	702	917	1104	1259	1459	1823	1885	1762	2161	2064	1724	1838	1835	321	1653	1611	2452	997	3523	3264	3118	2398	604	2521	536	884	701	978	1033	571	908	955	948	279	1666	2606	1883	1584	1857	1552	2027	985	4153	3044	4061	4264	359	356	122	495	665	198	602	127	421	409	377	301	-0.0517592027418247	0.0252102677478256	-0.0951404365305459	0.24054621635557	0.45867622339863	0.440804088612127	-0.121689371524545	1.14002652836633	1.1465028515102
22424876	3R	22447010	4347	4859	4185	5221	4910	5406	7341	10018	8217	7969	9083	8316	11454	9499	11028	3576	7859	8942	13549	5735	20785	17643	17641	12482	3031	14314	4869	3341	3385	3102	5646	3134	3849	4195	4239	1300	7732	12529	8658	6547	7782	7499	10363	4633	20170	13906	20986	20893	5835	4182	2937	6628	4693	5124	6022	2335	4195	4520	4777	3288	-0.102174902108094	-0.0643208590329981	-0.0142662714015246	-0.0941719850015462	-0.238201906196658	-0.69815968329049	-0.180762032542617	-1.03053357448869	1.04626686870864
22427517	2R	22483545	4545	5732	6037	7869	6789	3000	4982	5725	5582	5829	8897	8298	18856	13806	14678	8824	14825	17260	22817	10491	38915	27924	35310	23486	4742	29840	6422	6175	7661	5120	8569	5063	5995	6993	9324	2682	12498	22762	12512	9854	12718	12183	16969	8501	34168	22230	40640	41734	15611	8498	7284	13995	11824	7017	15891	7384	11061	13148	10432	8036	0.0769071934201368	0.314817420681661	0.011924158057217	0.0284001708167674	0.0404350878443497	0.0606842140508726	0.403648772159015	0.12951947271199	0.423919361526544
22444246	X	22456641	10712	10868	6745	8349	16361	18115	24757	28744	23736	26110	24460	20486	8343	8946	9446	3696	5774	5947	11994	4587	13083	15074	11430	10687	7534	18035	7423	5877	6239	7125	12569	6169	8994	7914	5803	1748	4964	7948	5245	4564	4612	3680	6413	2657	10517	8031	9370	9622	1378	838	768	1629	1481	761	1890	525	1353	924	1255	757	-0.0843225042081147	-0.277031210505032	0.0834878671663367	0.0965806302015152	-0.208878672621784	0.033299922812776	-0.27786584754681	-0.0789981196074927	0.288877365216499
22448178	3R	22462648	8191	8063	6673	7651	11805	13447	18036	20882	17694	17611	19975	17397	11582	12376	13599	5279	9757	11024	19699	8083	24558	23531	21211	17029	6705	24625	7164	5700	7557	8497	12438	6884	11618	10167	8582	2658	8500	15647	9481	7839	8902	8894	12577	6346	26609	19186	25130	24632	5598	2940	2717	5193	3917	5888	6722	2723	5906	5403	7864	5379	0.210642482819353	-0.0381159680834498	0.034917912199442	0.157185882434845	0.360727027225981	-0.183783719721781	0.207444426935346	0.334129189939045	0.39328806978582
22456641	X	22472227	2853	2888	2318	2520	3420	3901	4865	6969	5806	5629	6763	5700	6309	5903	6289	2551	4983	5262	8730	3394	11962	10954	10867	8547	3329	11061	4321	3376	3150	3438	6648	3320	4635	4263	3972	1149	6269	10529	6843	5154	5821	4778	7676	3450	14841	11111	14457	14265	1452	939	766	2125	1756	797	2100	528	1600	1247	1488	833	-0.0232827907534134	0.00324996870771587	0.073842762044976	0.111956855445713	-0.0824995214605572	0.162981379314772	0.0538099399992785	0.192438713299928	0.199820339353275
