Start	Chr	End	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	K27ac_46_TAD	K27ac_68_TAD	K27ac_810_TAD	K27me3_46_TAD	K27me3_68_TAD	K27me3_810_TAD	K27ac_vector	K27me3_vector	Euklidian_dist
22462648	3R	22468170	5221	4306	2983	2847	6104	5977	9043	12020	8603	7910	8782	7450	2981	2631	2806	1234	2802	2832	4073	1616	6173	5278	5859	4296	3350	8119	3513	2507	2482	2863	5112	2376	3111	3137	2352	750	4587	6830	4651	3335	4002	3456	5926	2074	9089	6856	8796	8814	636	591	349	997	744	430	1111	336	799	560	666	419	0.0155183041722111	0.163918164509863	-0.00580529324209936	0.501311134769912	-0.0434125829429055	-0.0287305140299594	0.173631175439975	0.429168037797047	0.462961110409108
22468170	3R	22487014	1086	1753	1932	2605	2082	1351	2208	1801	1951	1935	3606	3642	5782	3680	4213	3171	4049	5023	6713	2864	11301	7701	10390	6533	1849	10761	2234	2215	2854	1829	2819	1779	2636	2926	3605	1098	4763	8814	4803	3612	4620	4871	5702	3012	11946	7803	14651	14748	5046	2175	2234	4672	3061	2234	4639	2141	3490	3597	3284	2358	0.0489171834619538	0.299023560219437	0.033882603426675	-0.126628083717944	-0.0888430747410594	-0.0103306224752638	0.381823347108065	-0.225801780934267	0.443593860045304
22472227	X	22481978	4966	4753	3035	3664	5680	6691	8936	11919	9608	10024	10079	8803	5360	5291	5433	2017	3775	3878	7519	2973	9318	9632	8140	6536	2504	7945	4021	2400	1905	2407	5318	2521	3930	3059	2702	708	4138	7552	4914	4506	4467	4010	6073	2934	11905	8666	10587	10383	805	820	562	1230	856	493	1303	344	1117	709	919	644	-0.0319702927573985	-0.0548804996179316	0.0923545030358832	0.307022215704673	-0.101383830792793	0.313672733907107	0.00550371066055311	0.519311118818986	0.519340282435382
22481978	X	22488648	2769	2351	1621	1972	2556	2641	3930	5306	3890	3598	3910	3300	3201	3261	3423	1635	2313	2169	4021	1568	4970	5103	4544	3428	1392	4642	2227	1330	1209	907	2407	1168	1236	1228	1167	336	2426	4033	2732	2049	2132	1987	3194	1400	5839	4114	5491	5314	627	513	194	944	966	333	918	256	684	588	613	387	-0.224758708767524	-0.300462540920342	-0.0239370330132677	0.198452790961365	0.230506827302877	0.222751154748453	-0.549158282701133	0.651710773012695	0.852233390052316
22483545	2R	22562152	17792	17209	14372	16748	19928	18170	28914	37845	30826	30320	33041	29369	43682	39132	42041	16931	31675	36541	61195	25398	85542	73717	73949	51414	39662	80466	54346	34734	35212	35239	85335	38433	53857	44287	37517	10557	48399	79307	56084	44151	50902	45982	65751	31568	128583	93749	121149	120571	18228	11290	9428	17806	17954	13982	20109	7330	16398	17796	17935	13181	0.0727423206570454	0.0568051828306276	0.0199503747928611	-0.0421222839829492	0.174861520570843	-0.188113138101225	0.149497878280534	-0.0553739015133306	0.159423601073334
22488648	X	22529279	2640	3747	3844	3882	3371	1607	2647	3006	2989	3067	5751	5433	17186	15563	18214	7034	12763	13630	23477	10727	31387	29542	25665	20132	4262	27601	5521	4288	5818	5352	9372	4929	7797	7010	8914	2499	11458	20678	11953	11430	11422	11960	16248	8918	36455	24515	33009	32390	8524	4375	3681	7987	5733	4192	9425	3674	7665	6797	8642	5868	0.099839301133118	-0.118973419295608	-0.0532217095590292	0.00990305258680262	0.188801802855682	0.437185214507373	-0.0723558277215196	0.635890069949858	0.639993395955069
22491830	3R	22528627	5174	5879	5207	5902	4658	3583	6319	9186	6932	6558	7951	7446	12262	9354	8966	6837	8072	9451	13587	5843	19201	15109	17820	14238	10745	25525	11943	8357	7884	6345	22805	9063	11972	9288	8804	2611	11560	19474	12352	10416	11929	11115	15546	7726	30673	20321	31548	31131	7572	4268	3526	7508	6277	3893	9304	3749	6448	6611	6025	4250	-0.127695008065811	0.0676835033056792	0.0268562309745056	0.186962016922068	0.121628323318946	0.0512750264673577	-0.0331552737856263	0.359865366708372	0.361389477345358
22529279	X	22540407	6764	6484	4305	4918	10321	11130	13575	17583	14662	14998	16428	13752	5336	4644	5405	2060	4535	4524	7365	2924	10020	9725	9585	8153	4821	12189	6655	4399	4459	6092	8864	4467	6516	5473	4871	1543	5011	8406	5622	3669	4477	3852	6247	2795	11071	8250	10224	10352	1403	970	534	1476	1439	611	1573	490	1113	791	956	692	0.040481013797055	0.00928476315282961	0.127191262809562	-0.12095363064023	-0.142628393283514	0.0844980785828312	0.176957039759446	-0.179083945340913	0.251763487025608
22532459	3R	22548067	4168	4945	3434	3999	6933	6422	8788	10316	8879	9431	9850	8807	6274	5082	5665	2915	5528	5388	7783	3049	11633	9821	10667	8464	3509	12222	4270	3360	3493	3309	6576	3161	4448	4233	4066	1217	4976	7766	5268	3747	4909	4276	5923	2768	11410	7871	11949	12322	3165	2001	1535	3399	2720	1769	3798	1413	2629	2596	2663	1774	-0.0724218559684064	0.0555883337589222	-0.0397802663240626	0.092855621368442	-0.0291854164843879	-0.0304361240612798	-0.0566137885335468	0.0332340808227743	0.0656477355302972
22542555	X	22824592	12114	19472	20891	23482	17102	7248	11525	11668	13321	13817	30601	27832	71312	53137	62363	33114	58341	61634	82413	39238	131258	107444	118833	90755	17724	129927	26461	19947	29059	18889	35152	19659	27058	27237	40223	11825	47961	87831	46942	40954	48524	49409	65004	32945	138644	94996	149953	149300	94749	34443	31687	63282	44564	39873	78794	42866	56893	49260	59900	42717	0.0262437309536354	0.069616617073519	-0.0462557888205113	-0.129856285556017	0.0155348457432399	0.0173660304388308	0.0496045592066431	-0.0969554093739459	0.108908051589195
22548067	3R	22580130	1559	2512	2989	3864	2640	1057	1680	1721	2161	2099	4549	4119	8651	5605	7126	5208	6424	7732	9063	4046	15257	11220	14843	10913	2474	17009	3915	3361	3819	2389	4705	2519	3297	3767	5392	1535	5949	10418	5803	5334	6215	6137	7211	3762	14399	9116	16822	17658	7648	3779	3657	7321	5067	3722	8247	3495	6133	6242	6119	4310	-0.076380583776974	0.0224211161242037	0.0117150803716668	0.0371580000588198	0.0339782109875532	0.137349655761087	-0.0422443872811036	0.20848586680746	0.212722694875779
22563596	2R	22592357	2948	3669	3363	3522	2929	1573	2713	3943	3080	2928	4521	4399	13201	12186	12239	4755	10438	10794	19153	8102	28845	24511	24414	16738	11154	22818	14918	8477	7451	5826	26054	9918	16370	10711	11685	3237	11104	18279	12878	10062	11886	10431	16310	7597	34732	25211	35494	34878	6952	4534	3010	7084	5038	4899	7965	3124	5511	6000	6069	4255	0.115124373393559	0.25889464977019	0.0930736596122123	0.0655153853609602	0.0973424712162875	-0.274356921305494	0.467092682775961	-0.111499064728246	0.480216217695861
22580130	3R	22588252	14639	12722	8793	10032	20841	22535	29439	36541	30657	30103	29645	26764	7247	7826	7956	3608	5656	5273	10248	3570	12708	12201	10726	8998	7479	14796	7484	5298	4417	6743	11410	5588	7756	7682	4931	1457	8404	11877	8918	6250	7029	5441	9933	3612	16084	12755	14079	14567	1479	768	738	1534	1165	675	1653	593	1162	958	1069	765	-0.176782806207524	-0.21371383996814	0.00679988715530681	-0.0348917435290674	-0.234167583731552	0.0936950757044956	-0.383696759020357	-0.175364251556124	0.421871809447568
22588252	3R	22595718	1912	1688	1494	1459	2617	2568	3226	4587	3884	3520	4656	4017	5126	5220	6011	2124	4733	5424	8272	3125	10351	10525	10015	7684	6242	12051	9052	6989	6164	9151	13478	6208	10113	7150	7604	2085	6315	10556	7654	7212	7492	6808	9642	4544	18617	13337	15875	15904	1578	723	594	1410	1158	686	1472	468	1244	1066	1255	678	0.114602076968728	-0.0617555857809907	-0.0476831480161617	-0.372832237719349	0.106979874273046	0.111087207504679	0.00516334317157573	-0.154765155941623	0.154851262850332
22592357	2R	22596741	2147	2027	812	1274	846	794	2169	2987	2217	2463	2025	1784	5153	5274	4821	1881	3194	2684	5691	2437	8245	8955	5637	4421	2917	4856	2663	1503	1207	1003	5513	1896	3388	2241	1838	446	3419	5237	4429	3712	3913	3690	4906	2215	10452	7940	9074	8769	814	303	291	921	695	559	918	331	658	776	706	454	-0.34787827330943	-0.0202329283213931	-0.0785920131699554	-0.0186496718905217	0.226012771389201	-0.308221652840924	-0.446703214800779	-0.100858553342245	0.457947824425055
22595718	3R	22628483	9421	8536	7104	8184	10061	11391	15042	19625	16314	15636	17597	15598	17223	14661	18030	7348	14148	14679	22463	9086	32466	30223	29812	22156	9856	29096	14834	10822	10664	11025	21396	10315	13967	11854	11470	3303	18254	29434	20427	15551	18932	16530	23375	10277	44199	32380	43025	42785	4618	3784	2244	6406	7158	2545	6148	1792	4500	4345	3862	2554	-0.0123650788702426	-0.0636962344772684	-0.00382940034765759	0.0784338263918585	-0.0128797851774955	-0.0239747909536647	-0.0798907136951686	0.0415792502606984	0.0900630900367358
22596741	2R	22606857	9432	8578	5965	7643	13862	14290	19884	22585	18151	19833	19193	17021	7624	7087	8962	4205	6327	5991	10128	3833	12255	13223	10630	11004	8762	17653	7955	6064	7000	7577	13892	6478	9668	8595	5793	1798	5125	7562	5014	4043	4586	3757	5917	2665	11085	8469	10760	10797	1402	852	785	1959	1820	851	2045	715	1511	1221	1424	876	-0.0959514111287245	-0.3481029351987	-0.0122343744304951	0.332240403245218	-0.0929300285049408	0.0673905690486405	-0.456288720757919	0.306700943788918	0.549786199910394
22607827	2R	22636352	5740	5397	5770	6660	9332	9071	11435	12694	11578	11680	16261	13443	12064	9509	10630	6285	9455	11155	14500	6156	24848	19323	21823	15046	3274	17293	5156	4395	4583	3430	6081	3525	4455	4834	5506	1646	9686	15468	9633	6939	9387	8178	11400	5235	22191	14936	24920	25474	5795	3553	3026	6244	6005	3305	6632	2530	4873	5106	4521	3028	-0.0418826399576389	0.186050902920222	-0.0191599416685162	0.0431810673698082	-0.0231114193826247	-0.164625202425251	0.125008321294067	-0.144555554438067	0.191110932998763
22629041	3R	22633004	252	327	452	453	495	510	479	445	516	521	1083	916	2627	2602	2689	1100	2031	2306	3855	1511	5523	4888	4869	3181	1136	3528	2379	1143	1357	1761	2355	1192	1906	1841	1815	537	1764	3321	2377	1949	2569	2181	3100	1389	6561	4648	6763	6656	798	489	528	1129	801	467	915	249	711	707	793	511	0.0247165539743972	0.0893802649454478	0.0284252092899618	-0.168332436767949	-0.345535017020488	0.120209919277024	0.142522028209807	-0.393657534511413	0.418663090088726
22633004	3R	22639423	4724	3975	3008	3257	6615	6184	8502	11039	8856	8744	8272	7098	4020	3873	3722	1733	2916	3357	5261	2078	7787	6866	6855	4857	8657	13946	11067	7071	5713	7443	17214	7172	9738	7950	5367	1565	6579	9554	7421	5188	6447	5255	8943	3519	16272	12229	14259	14102	1080	770	693	1183	1587	621	1301	369	1063	890	926	617	-0.114339274686747	0.113306051107504	0.0446055106400526	-0.0750576917394271	-0.129402167832223	-0.044173582850029	0.0435722870608101	-0.248633442421679	0.252422528491741
22634849	3L	22717014	6942	9301	10026	11862	11559	6533	10631	12254	11277	11117	17303	15927	32911	25752	29746	14686	28825	30785	47594	20594	77393	60430	67873	45345	8384	48515	13426	9853	14136	9147	16765	9241	11978	12434	15903	4625	22671	40668	22009	17150	22794	22506	32860	15700	66085	45902	75194	76192	32849	13682	13204	24140	17201	15546	30416	15792	21087	23453	23270	16548	0.244223475653907	0.343274788855043	0.0620452732349825	-0.0152936664767787	0.0922262404328131	0.00982789402636874	0.649543537743933	0.0867604679824031	0.655312281457802
22637955	2R	22640974	8959	7587	5752	5614	11375	12415	18501	23649	18196	16278	16323	14573	3073	3112	2834	1443	2131	2109	4296	1710	5887	5657	4979	3753	8285	14002	9111	5164	5320	6751	12628	5637	7931	7416	3956	1321	4449	6172	4400	3000	3640	2654	4995	1827	8145	6207	6571	6947	539	477	276	497	266	250	704	281	478	315	497	292	-0.0516256659566276	0.165948006211168	0.188594582684164	0.260603348670239	-0.14172954907472	0.285958900291986	0.302916922938705	0.404832699887506	0.50561663056199
22639423	3R	22686590	8762	8631	8905	10193	14175	14237	17489	20350	18857	19055	23853	21601	19775	14663	19802	9064	16125	17531	24907	10106	36493	32383	34645	27536	18903	44245	21688	15024	16516	18717	31855	15304	21758	18274	17980	5283	22237	34956	24094	20202	22161	19556	29491	13198	52690	37395	50912	51333	12641	6757	5559	11464	8454	5634	12238	5446	8793	9388	8337	5737	0.0338562932509864	-0.0651313402946996	0.0389347687253219	-0.079143890905766	-0.0341953837526659	-0.031475642507201	0.00765972168160869	-0.144814917165633	0.145017349203221
22641511	2R	22646468	3765	3808	2827	3163	7249	7335	9106	10113	9022	9230	10513	9184	6834	6788	8602	3532	6726	6480	9936	3901	13827	13882	12979	11228	5041	10065	7535	4890	5236	6675	7920	3348	5912	5123	4359	1287	4499	7026	5587	4415	4990	4148	6008	2505	11771	8604	10084	10375	775	506	311	847	720	420	986	294	824	587	674	367	0.00987420820772602	-0.170812909781217	0.0328618576757394	0.0363882267619551	0.215941554550454	-0.0717546028391827	-0.128076843897752	0.180575178473226	0.221384446209409
22646468	2R	22664313	1061	1773	2110	2497	1592	791	1383	1695	1694	1625	2947	2697	10124	9553	9501	3876	8337	9258	15198	6380	23571	19531	19111	12614	1529	9920	2321	1969	2326	1506	3110	1750	2140	2360	3000	922	6562	10491	6828	5622	6667	6687	9177	4481	18343	12844	20742	20510	4291	2304	2149	4425	3553	2672	4701	1892	3434	3703	3296	2416	0.142436464480555	0.31530246993927	-0.0131386051580932	0.0190623496159706	-0.0104647350690851	-0.247967767223805	0.444600329261732	-0.23937015267692	0.504943088646841
22665940	2R	22670685	267	582	624	598	959	599	617	734	818	838	1159	1048	2202	1655	1886	989	1563	1911	2935	1219	4731	3643	3915	2464	416	2597	659	668	727	516	809	466	617	687	841	233	1220	2176	1184	1067	1251	1397	1530	793	3375	2233	3954	3959	806	515	534	999	825	670	1129	495	902	995	840	643	0.122715702618774	0.281460485049013	0.0110514366745948	0.433158492348711	0.154043341704924	-0.193787802198992	0.415227624342383	0.393414031854644	0.572004003899575
22670685	2R	22690120	22255	20066	15972	15919	33532	31067	48804	56251	46143	50616	40452	39104	24877	25253	33051	11281	23895	23539	38957	15363	51325	55288	44978	38545	62260	88936	93597	54560	47403	60272	100991	48528	77424	65425	39129	11556	18497	34296	24314	19782	24475	22009	25269	13448	53337	41713	49048	51071	3492	1427	1610	3588	4305	1990	4578	1552	3180	2544	2837	1721	0.103125134957614	-0.1658336406736	-0.0254514026191323	0.156860790193024	0.0222961827581823	-0.173553999705477	-0.0881599083351185	0.00560297324572939	0.0883377764427476
22686590	3R	22690172	2784	1976	1780	1814	4366	4044	5259	7078	6149	5578	6004	5157	2029	1806	2229	1021	1845	1660	2814	1124	3933	3707	3727	2504	2073	5131	1946	1949	1727	1768	3704	1761	2138	2099	1535	504	3837	5217	3541	2436	3211	2261	4323	1489	7178	5178	6468	6635	823	535	248	685	606	298	630	232	462	388	477	281	0.0357256547765742	-0.0839203546463072	-0.0362204032422055	-0.564513227948842	-0.195405524522698	-0.0246834051074897	-0.0844151031119386	-0.784602157579029	0.789130189075964
22690172	3R	22721045	10844	11181	8366	10365	14590	15777	21945	26134	21674	22819	24236	20782	15407	12715	14840	6328	14580	15905	22048	8576	32665	27227	33687	24660	8438	26863	11959	8370	9982	10188	14540	7914	11998	11269	11067	3130	13842	23678	14217	10778	14165	11831	17209	7783	31351	22288	33939	34447	6390	4393	1725	6266	5785	2824	6682	2258	4740	4711	4229	2752	0.115561240053256	0.146806055103704	0.0822076890921879	-0.172154483707144	0.257928971487532	-0.0544266659689452	0.344574984249148	0.0313478218114423	0.34599798511353
22691011	2R	22701073	6288	5120	4689	5837	10737	11153	14349	16891	15168	15689	14754	13023	12492	12989	17107	6536	10628	9794	17612	6661	23397	25974	16981	15807	21532	32493	30165	19396	19818	23553	32846	14874	28146	20949	14954	4385	9442	14258	11125	8839	9920	7766	12227	5176	22168	17102	18788	19476	1493	957	794	2000	1909	691	1966	482	1485	1035	1251	737	-0.0961070664508508	-0.325160030117374	-0.152332703544368	-0.0376120020413559	-0.237462504969101	0.152206477688653	-0.573599800112593	-0.122868029321804	0.586611697222814
22701073	2R	22798713	10947	12395	12182	14430	12945	8871	15170	18410	15977	15728	20324	19987	40352	32116	34210	16169	31488	33076	50629	22112	82411	66599	70595	49393	28866	75446	34839	23596	22744	21743	52317	22880	33254	26281	27174	7802	35200	54282	36074	28345	33160	27849	43846	19864	86434	59534	90408	89328	23359	11003	10475	23219	19901	11200	25901	10756	17939	18538	16623	12061	0.0346805488400213	0.25556148486303	0.034619607006498	0.0628984243232059	0.00432808725449486	0.0125840925060212	0.324861640709549	0.079810604083722	0.33452177526838
22717014	3L	22724334	5197	5180	3527	4058	7341	7984	12043	13976	11610	11864	11199	9978	5657	5330	5463	2121	3556	4166	8868	3267	10648	9940	8231	6595	2954	8468	3114	2375	3440	2718	5500	2772	3574	3354	2591	729	6286	9950	6612	5629	5540	5061	8754	3925	15924	11768	12577	12330	2987	1246	2136	3854	2482	3352	3253	1503	2262	1918	3049	2175	0.114609826716372	0.0526161518721097	0.0967103282867046	0.11719957050611	-0.692470792784489	-0.707903274126969	0.263936306875186	-1.28317449640535	1.31003784766396
22721045	3R	22724480	4239	3927	2518	2855	5394	6247	8042	10223	8438	8701	8489	7053	2104	2002	2128	1245	1441	1568	2748	993	3592	3402	3413	2567	1968	5417	2456	1934	1700	1788	3615	1818	2290	2063	1425	452	3466	4809	3263	2199	2908	2175	4089	1513	6196	4832	5664	5722	656	242	219	916	404	309	732	222	490	417	426	276	-0.167412013908879	-0.144294216293638	0.139022006935084	-0.140386534486568	-0.285794823912356	-0.176686342121289	-0.172684223267433	-0.602867700520213	0.62711187621987
22724334	3L	22727701	3462	2588	1587	2204	3792	3759	5785	7387	5620	5476	5406	4943	1759	1604	1439	1073	1351	1578	2872	1168	3734	3051	3071	2007	2016	4311	1717	1211	1135	975	3197	1401	1577	1569	1138	307	4969	7420	5992	3820	4935	3314	6614	2232	10114	8055	8268	8365	7967	2117	3888	5347	2424	3988	4740	2653	2751	2418	3424	2550	0.266113952725347	0.370552976704241	-0.069308113664111	-0.590669114201708	-1.08771104073667	-0.758801241642887	0.567358815765477	-2.43718139658127	2.50234873382361
22724480	3R	22727514	9794	8894	6265	7338	16263	16909	22837	25729	21560	22584	21642	18307	3857	3455	3910	1439	2600	2788	5199	1952	6377	6629	5319	4833	8394	14236	9368	6281	6198	8718	13473	6130	9176	8718	5107	1508	3322	4785	3629	2109	3307	2091	3714	1378	6071	4820	5502	5672	641	232	287	583	516	377	839	308	521	288	542	306	-0.0527015213134942	-0.123139671209286	0.0793910438994058	0.207839438672556	-0.25684363562943	-0.206976127975612	-0.096450148623374	-0.255980324932486	0.273548090693414
22727514	3R	22747932	12679	10694	8873	10679	18957	18442	25767	31552	27340	26156	27276	23852	13049	12560	13492	5561	11150	11109	18448	6817	25894	24020	22953	16328	8307	22379	10525	7636	8053	8017	14852	7306	10129	9397	7321	2098	16324	23870	16563	12308	15470	11978	19648	7748	34049	25092	30791	31888	3200	1768	1341	4032	3817	1453	3781	1181	2881	2463	2639	1372	-0.0488650020337587	0.0256818393057288	-0.0395739058016342	-0.0469853217011634	-0.0439998065278046	0.074700855282627	-0.0627570685296642	-0.016284272946341	0.0648353853680835
22727701	3L	22733701	2032	1755	1425	1941	3042	3463	4185	5474	4733	4849	5380	4626	3513	3720	3918	1770	3407	3676	6023	2373	8238	7324	7329	4763	878	4619	1272	1092	790	1226	2318	1069	1520	1510	1554	490	3791	6657	4332	3232	3705	3510	5172	2371	9795	7118	9559	9687	1344	1216	807	1641	1424	863	1458	486	1062	973	1153	726	0.200768387912307	0.126431420134519	-0.0938781489552401	-0.125190984254661	-0.403551977845636	-0.241474497286115	0.233321659091586	-0.770217459386413	0.804781915393798
22733701	3L	22741656	4464	4452	3152	3960	7375	7246	10337	11950	10110	10028	10220	8945	4003	3154	3661	1410	2999	3392	5494	2215	7924	6673	7271	5104	4077	10393	4303	3861	3426	4135	7300	3358	4745	4672	3550	1025	4086	7509	4510	3316	3843	3325	5273	2231	9048	6769	9007	9530	1439	1172	466	1735	1480	698	1616	514	1242	1027	1113	667	0.11246211323043	0.129769678733948	0.0959177796833192	-0.105459238295348	0.0566631500100455	-0.0194779471676664	0.338149571647697	-0.068274035452969	0.344973153625835
22741656	3L	22748993	2768	2444	2343	2810	4049	5501	5714	6893	5779	5922	8154	6649	4554	3832	5052	1937	3937	3835	6191	2367	7404	7108	7092	6616	2379	9619	3109	2340	2628	3778	4698	2265	3622	3165	3762	1018	3501	6551	3788	3488	3015	3277	4444	2381	9179	6420	8370	8352	1679	900	581	1774	984	947	1945	598	1711	1332	1723	1066	0.016446610160727	-0.337984973010594	-0.0154217584850483	-0.0830756741165925	0.332961590856667	0.191887047166578	-0.336960121334915	0.441772963906653	0.555612702346617
22747932	3R	22750933	3657	3116	2032	2172	4273	4099	6284	8732	6753	6098	5196	4764	2523	2484	2112	982	1697	1816	3512	1200	4479	4164	3391	2432	2605	4340	3526	1815	1802	1391	4246	1911	2032	1993	1175	315	3084	4139	3281	1862	2836	1951	3662	1325	5745	4489	5408	5809	443	334	213	540	352	202	616	170	370	261	352	244	-0.138313303718017	0.171290896558131	-0.127473387337796	0.121509409143578	-0.342394260253905	0.208291705842826	-0.0944957944976823	-0.0125931452675007	0.0953312251336181
22750933	3R	22781166	4243	4549	4481	5636	6823	6396	8543	9018	7910	8975	12718	10978	16359	14754	17072	6998	15875	16745	22992	9995	35050	30521	32327	25301	7179	29401	11543	8806	12751	14477	12058	7832	14213	12892	16115	4414	9825	18512	11122	9919	11570	11409	14118	7726	29387	20688	32090	34234	8281	3977	3513	7848	7505	3938	8226	3314	5565	5609	5675	3997	0.10641849320008	0.0771606971994404	-0.0277860677545966	-0.120133096218658	-0.132764117100873	-0.0528254279118673	0.155793122644924	-0.305722641231398	0.343129465981804
